Model,Year of Production,Number of Engines,Engine Type,Capacity,Range in km,Fuel consumption in (L/hour),Maintenance cost per hour,Age,Sales Region,Price in USD
Boeing 777,2014,2,Turbofan,396,15600,9.72,3395.46,11,Europe,584672007.94
Boeing 777,2021,2,Turbofan,396,15600,13.05,3167.29,4,South America,768950684.06
Boeing 737,2017,2,Turbofan,162,5700,13.95,4284.24,8,North America,113202964.95
Airbus A350,2000,2,Turbofan,350,14800,8.38,2607.77,25,Africa,373986344.15
Boeing 777,1995,2,Turbofan,396,15600,5.27,1403.07,30,North America,319984665.17
Airbus A320,1995,2,Turbofan,180,6300,3.52,3471.89,30,South America,79318800.05
Bombardier CRJ200,2017,2,Turbofan,50,3000,3.65,696.98,8,South America,18358973.88
Airbus A320,1998,2,Turbofan,180,6300,13.0,4385.09,27,Europe,68190856.82
Airbus A350,2005,2,Turbofan,350,14800,2.34,4714.32,20,Australia,414626973.47
Bombardier CRJ200,2010,2,Turbofan,50,3000,14.57,3520.84,15,North America,14338628.29
Bombardier CRJ200,2001,2,Turbofan,50,3000,10.23,4485.03,24,South America,12014127.18
Boeing 777,2007,2,Turbofan,396,15600,3.35,3488.62,18,Africa,510820488.02
Cessna 172,2011,1,Piston,4,1285,23.05,3431.48,14,South America,389666.94
Airbus A350,2007,2,Turbofan,350,14800,4.52,2736.49,18,South America,477123832.56
Cessna 172,2021,1,Piston,4,1285,40.35,1301.69,4,Europe,426252.09
Boeing 777,2000,2,Turbofan,396,15600,12.28,3965.65,25,Asia,460445599.62
Bombardier CRJ200,2003,2,Turbofan,50,3000,12.84,3752.01,22,Australia,13899108.85
Boeing 777,1999,2,Turbofan,396,15600,9.16,3811.19,26,Africa,329565289.68
Boeing 737,1995,2,Turbofan,162,5700,4.82,1025.53,30,Asia,69238793.3
Cessna 172,2009,1,Piston,4,1285,20.86,3959.74,16,Europe,326610.37
Boeing 737,2014,2,Turbofan,162,5700,9.8,4671.15,11,South America,92184728.14
Boeing 737,2020,2,Turbofan,162,5700,8.27,2136.66,5,Africa,132521292.27
Airbus A320,2015,2,Turbofan,180,6300,13.09,4288.22,10,Australia,135742880.85
Airbus A320,2010,2,Turbofan,180,6300,6.05,2646.3,15,Africa,128812143.81
Airbus A350,2009,2,Turbofan,350,14800,11.94,515.12,16,Australia,486668775.49
Airbus A320,2010,2,Turbofan,180,6300,10.76,959.55,15,Australia,124113372.88
Cessna 172,2004,1,Piston,4,1285,27.52,4531.35,21,Europe,283091.96
Boeing 737,2018,2,Turbofan,162,5700,7.54,1828.57,7,Asia,107913351.06
Boeing 737,2008,2,Turbofan,162,5700,7.8,1767.95,17,Asia,107208209.35
Airbus A320,1997,2,Turbofan,180,6300,14.32,1818.64,28,Europe,67998683.45
Airbus A320,1998,2,Turbofan,180,6300,11.74,2995.31,27,Australia,74406760.56
Boeing 777,2011,2,Turbofan,396,15600,5.59,555.05,14,Europe,606035962.86
Bombardier CRJ200,2022,2,Turbofan,50,3000,10.0,902.91,3,Africa,22339185.1
Bombardier CRJ200,2022,2,Turbofan,50,3000,10.16,1461.85,3,Africa,23178753.03
Bombardier CRJ200,2007,2,Turbofan,50,3000,7.11,2592.79,18,Asia,15790587.98
Bombardier CRJ200,2017,2,Turbofan,50,3000,14.87,4872.8,8,South America,18915370.48
Bombardier CRJ200,2010,2,Turbofan,50,3000,12.32,4597.74,15,Asia,17370762.04
Airbus A350,2003,2,Turbofan,350,14800,6.75,2800.73,22,Australia,487410995.85
Cessna 172,2007,1,Piston,4,1285,42.27,1330.9,18,North America,287224.87
Airbus A350,2005,2,Turbofan,350,14800,13.97,581.86,20,Africa,402477299.76
Airbus A350,1998,2,Turbofan,350,14800,9.27,512.85,27,Asia,372379470.68
Cessna 172,2019,1,Piston,4,1285,35.25,1600.2,6,Australia,374917.35
Bombardier CRJ200,2004,2,Turbofan,50,3000,9.34,2772.73,21,South America,14602992.61
Cessna 172,2003,1,Piston,4,1285,37.73,1138.06,22,Europe,191198.95
Airbus A320,1998,2,Turbofan,180,6300,6.24,4092.53,27,Europe,86488941.92
Bombardier CRJ200,2004,2,Turbofan,50,3000,2.97,3056.48,21,Australia,16252939.87
Bombardier CRJ200,2003,2,Turbofan,50,3000,13.5,4110.71,22,Europe,16040938.53
Airbus A350,2019,2,Turbofan,350,14800,12.98,3911.13,6,Europe,596608441.61
Boeing 737,2017,2,Turbofan,162,5700,6.77,2968.24,8,Asia,107269245.14
Boeing 777,1995,2,Turbofan,396,15600,10.31,1191.36,30,South America,430190267.7
Boeing 737,2003,2,Turbofan,162,5700,14.43,4690.92,22,Australia,83121735.84
Boeing 777,2010,2,Turbofan,396,15600,14.84,4171.17,15,Australia,736156646.85
Airbus A320,2006,2,Turbofan,180,6300,8.41,4262.75,19,Asia,114981921.93
Boeing 737,2001,2,Turbofan,162,5700,9.99,2330.24,24,Africa,79780533.99
Bombardier CRJ200,2017,2,Turbofan,50,3000,11.69,3506.9,8,Asia,22887728.23
Boeing 737,2001,2,Turbofan,162,5700,8.25,3535.52,24,Asia,73488585.44
Boeing 737,2005,2,Turbofan,162,5700,10.72,4228.06,20,Australia,81998177.51
Airbus A320,2006,2,Turbofan,180,6300,9.27,753.95,19,Asia,107502780.16
Boeing 737,2012,2,Turbofan,162,5700,6.8,1747.42,13,Asia,114025139.89
Airbus A320,2005,2,Turbofan,180,6300,8.17,2763.18,20,North America,98060970.82
Cessna 172,2016,1,Piston,4,1285,31.59,1858.87,9,Australia,336970.32
Airbus A320,2022,2,Turbofan,180,6300,6.45,3907.66,3,North America,140128582.3
Airbus A350,2001,2,Turbofan,350,14800,6.47,731.3,24,South America,463797521.03
Airbus A350,2015,2,Turbofan,350,14800,11.7,4828.72,10,Europe,656475311.31
Airbus A320,2000,2,Turbofan,180,6300,5.89,2429.83,25,North America,87354474.06
Cessna 172,2012,1,Piston,4,1285,37.11,2794.47,13,Australia,302240.7
Airbus A320,2002,2,Turbofan,180,6300,6.21,1567.1,23,Africa,99329680.62
Boeing 737,2018,2,Turbofan,162,5700,9.91,1270.53,7,Europe,106827139.74
Boeing 737,1998,2,Turbofan,162,5700,9.14,731.1,27,South America,61458240.73
Airbus A350,2010,2,Turbofan,350,14800,12.74,2046.79,15,South America,507151084.87
Boeing 737,1996,2,Turbofan,162,5700,3.12,1515.59,29,Africa,73691146.85
Airbus A320,2012,2,Turbofan,180,6300,9.84,1826.71,13,Africa,133126318.68
Bombardier CRJ200,2004,2,Turbofan,50,3000,6.52,3992.25,21,North America,13219765.29
Bombardier CRJ200,1995,2,Turbofan,50,3000,14.76,606.41,30,Europe,12176446.36
Airbus A350,2007,2,Turbofan,350,14800,7.37,802.35,18,North America,485990582.02
Airbus A320,2013,2,Turbofan,180,6300,10.01,2356.7,12,Europe,122972290.56
Boeing 777,2005,2,Turbofan,396,15600,5.97,1303.24,20,South America,562675340.31
Boeing 777,1996,2,Turbofan,396,15600,12.29,4409.53,29,South America,471283861.92
Airbus A320,2011,2,Turbofan,180,6300,9.76,4845.25,14,Australia,128317426.55
Airbus A320,1998,2,Turbofan,180,6300,11.34,4279.97,27,Asia,81696205.24
Bombardier CRJ200,2023,2,Turbofan,50,3000,3.83,4270.58,2,Australia,25154997.86
Airbus A350,2022,2,Turbofan,350,14800,7.32,850.16,3,Asia,646960668.05
Boeing 737,1999,2,Turbofan,162,5700,11.95,2690.01,26,Australia,63949159.9
Bombardier CRJ200,2004,2,Turbofan,50,3000,10.42,2874.83,21,Asia,16092779.57
Boeing 737,2015,2,Turbofan,162,5700,5.0,2785.76,10,North America,114038889.3
Boeing 737,2021,2,Turbofan,162,5700,7.22,2833.04,4,Australia,117799687.82
Boeing 777,2006,2,Turbofan,396,15600,5.44,3238.44,19,Australia,505060206.87
Airbus A320,2004,2,Turbofan,180,6300,11.21,3034.91,21,South America,113925925.32
Boeing 737,2013,2,Turbofan,162,5700,11.59,1594.42,12,South America,98994417.1
Cessna 172,1995,1,Piston,4,1285,45.01,1223.05,30,Asia,220765.51
Cessna 172,2008,1,Piston,4,1285,27.38,2125.72,17,South America,287721.89
Cessna 172,2021,1,Piston,4,1285,47.38,1667.85,4,Europe,329040.06
Boeing 777,1997,2,Turbofan,396,15600,4.26,2848.71,28,Asia,381760145.1
Boeing 777,2014,2,Turbofan,396,15600,8.84,625.17,11,South America,637897241.45
Airbus A320,2019,2,Turbofan,180,6300,14.53,2017.05,6,Australia,151000527.18
Boeing 737,2019,2,Turbofan,162,5700,4.91,1921.87,6,Australia,110592777.84
Airbus A350,2006,2,Turbofan,350,14800,2.84,958.55,19,Africa,551090241.48
Boeing 737,1995,2,Turbofan,162,5700,3.41,3866.78,30,Africa,71599792.5
Bombardier CRJ200,2020,2,Turbofan,50,3000,5.12,585.05,5,Africa,23213811.1
Cessna 172,1999,1,Piston,4,1285,43.83,4265.15,26,Africa,237221.95
Bombardier CRJ200,1996,2,Turbofan,50,3000,13.97,3357.49,29,Africa,11399666.41
Boeing 737,2002,2,Turbofan,162,5700,14.39,4094.05,23,Australia,78242151.39
Boeing 737,2002,2,Turbofan,162,5700,12.28,3982.52,23,Australia,70318518.54
Bombardier CRJ200,1995,2,Turbofan,50,3000,9.74,2725.43,30,Asia,13284742.56
Cessna 172,2007,1,Piston,4,1285,22.52,4308.66,18,Africa,283291.49
Airbus A320,2018,2,Turbofan,180,6300,4.54,3593.46,7,Africa,141217769.87
Cessna 172,2012,1,Piston,4,1285,18.41,2664.51,13,North America,332862.26
Airbus A350,2018,2,Turbofan,350,14800,3.66,3396.64,7,Europe,549604208.84
Airbus A350,2006,2,Turbofan,350,14800,13.91,4110.18,19,Australia,373677491.17
Boeing 777,2021,2,Turbofan,396,15600,6.08,870.09,4,Asia,840696087.37
Airbus A350,2007,2,Turbofan,350,14800,13.85,1789.64,18,Africa,576313879.03
Airbus A350,2010,2,Turbofan,350,14800,2.41,2323.21,15,Africa,620646317.08
Airbus A320,2022,2,Turbofan,180,6300,4.39,1182.93,3,South America,119841272.48
Airbus A320,2007,2,Turbofan,180,6300,4.36,1130.34,18,South America,81732699.12
Cessna 172,2022,1,Piston,4,1285,16.51,4316.74,3,Australia,382020.79
Bombardier CRJ200,2021,2,Turbofan,50,3000,8.39,4236.75,4,Africa,19289321.6
Airbus A350,2007,2,Turbofan,350,14800,3.74,2671.57,18,Africa,439749224.63
Cessna 172,2012,1,Piston,4,1285,33.21,2219.47,13,Asia,308318.31
Bombardier CRJ200,2005,2,Turbofan,50,3000,13.19,4432.21,20,Asia,16071477.82
Airbus A350,2000,2,Turbofan,350,14800,5.26,1189.26,25,Europe,311704068.72
Airbus A320,2015,2,Turbofan,180,6300,5.74,1092.51,10,Australia,132133406.99
Cessna 172,2023,1,Piston,4,1285,23.88,4889.43,2,Australia,400238.9
Cessna 172,2018,1,Piston,4,1285,48.74,964.13,7,Asia,446711.69
Airbus A350,1998,2,Turbofan,350,14800,11.44,3998.45,27,South America,368470366.92
Cessna 172,1995,1,Piston,4,1285,18.25,3733.4,30,North America,224626.58
Cessna 172,2014,1,Piston,4,1285,10.56,3637.04,11,Asia,343306.59
Airbus A320,2000,2,Turbofan,180,6300,8.01,554.42,25,North America,75980700.16
Cessna 172,2010,1,Piston,4,1285,34.86,2852.56,15,Africa,366241.07
Boeing 777,2018,2,Turbofan,396,15600,2.9,4032.42,7,Africa,591106918.26
Airbus A350,1998,2,Turbofan,350,14800,4.42,4611.5,27,Asia,339889834.55
Boeing 777,2014,2,Turbofan,396,15600,14.8,648.66,11,Asia,519651971.3
Bombardier CRJ200,1998,2,Turbofan,50,3000,9.78,3302.55,27,Asia,12523663.42
Boeing 777,2010,2,Turbofan,396,15600,12.8,2708.48,15,South America,612037651.1
Boeing 777,2005,2,Turbofan,396,15600,9.18,3386.72,20,North America,404606797.43
Boeing 737,2014,2,Turbofan,162,5700,7.18,4442.62,11,South America,124644962.93
Boeing 737,1999,2,Turbofan,162,5700,7.57,596.37,26,South America,64511365.85
Bombardier CRJ200,2003,2,Turbofan,50,3000,5.09,2579.43,22,Asia,13572762.97
Boeing 737,2018,2,Turbofan,162,5700,3.47,911.12,7,Europe,121909872.13
Boeing 777,1997,2,Turbofan,396,15600,3.44,1555.78,28,South America,371560064.1
Bombardier CRJ200,2020,2,Turbofan,50,3000,10.09,4770.86,5,Europe,24533550.55
Cessna 172,2008,1,Piston,4,1285,18.97,807.69,17,South America,366662.96
Airbus A350,2002,2,Turbofan,350,14800,9.44,4680.69,23,Australia,363322605.67
Airbus A320,2021,2,Turbofan,180,6300,2.63,4650.65,4,Asia,142388669.56
Airbus A320,2017,2,Turbofan,180,6300,8.29,3131.52,8,Europe,136432719.48
Bombardier CRJ200,2012,2,Turbofan,50,3000,13.55,4711.15,13,Africa,19514225.72
Boeing 737,2005,2,Turbofan,162,5700,8.13,4613.44,20,Australia,79140527.39
Bombardier CRJ200,2018,2,Turbofan,50,3000,6.16,3038.21,7,North America,24759539.01
Bombardier CRJ200,2015,2,Turbofan,50,3000,2.54,1517.55,10,Asia,16554846.3
Boeing 737,2011,2,Turbofan,162,5700,3.18,701.04,14,Australia,87911184.14
Bombardier CRJ200,2007,2,Turbofan,50,3000,10.01,1962.31,18,Europe,17574149.21
Boeing 777,2016,2,Turbofan,396,15600,14.48,2789.37,9,Africa,683006162.79
Boeing 777,1995,2,Turbofan,396,15600,6.49,1397.04,30,Africa,424323878.18
Bombardier CRJ200,2020,2,Turbofan,50,3000,13.17,3794.82,5,North America,24215774.15
Boeing 737,2000,2,Turbofan,162,5700,10.27,3661.46,25,Africa,55676191.26
Boeing 777,1999,2,Turbofan,396,15600,3.92,2329.99,26,Africa,345094948.28
Bombardier CRJ200,2018,2,Turbofan,50,3000,3.53,2326.32,7,North America,20905621.31
Airbus A350,2023,2,Turbofan,350,14800,12.41,1089.08,2,Africa,715290938.77
Airbus A350,2014,2,Turbofan,350,14800,8.17,3710.13,11,Africa,664130696.92
Airbus A320,2003,2,Turbofan,180,6300,4.85,2171.11,22,Australia,82448072.44
Boeing 777,1996,2,Turbofan,396,15600,11.92,2338.83,29,North America,322344325.98
Airbus A320,1996,2,Turbofan,180,6300,13.46,4243.41,29,North America,76567293.88
Airbus A350,2021,2,Turbofan,350,14800,12.17,3610.95,4,Africa,725546727.37
Cessna 172,2014,1,Piston,4,1285,16.98,2288.49,11,Australia,353147.03
Airbus A350,2002,2,Turbofan,350,14800,8.03,1710.47,23,South America,420562751.49
Airbus A320,2022,2,Turbofan,180,6300,4.27,2238.6,3,Australia,106079258.55
Boeing 777,2012,2,Turbofan,396,15600,5.27,3308.66,13,Europe,659960477.48
Boeing 777,2015,2,Turbofan,396,15600,12.59,1465.88,10,Australia,734765943.03
Airbus A320,2022,2,Turbofan,180,6300,4.91,1054.8,3,North America,165001830.83
Bombardier CRJ200,2015,2,Turbofan,50,3000,13.14,3089.89,10,Africa,22405272.68
Airbus A350,1999,2,Turbofan,350,14800,10.66,2347.55,26,South America,414848932.33
Boeing 777,1995,2,Turbofan,396,15600,2.55,2375.42,30,Europe,358835314.51
Boeing 737,2022,2,Turbofan,162,5700,2.27,720.88,3,Africa,136552490.73
Airbus A350,2003,2,Turbofan,350,14800,5.28,4691.13,22,South America,474487882.55
Cessna 172,1998,1,Piston,4,1285,13.53,2983.71,27,Europe,235006.1
Airbus A320,2021,2,Turbofan,180,6300,4.89,2790.16,4,Africa,132774950.84
Cessna 172,2015,1,Piston,4,1285,12.76,2830.19,10,Europe,370521.43
Bombardier CRJ200,2021,2,Turbofan,50,3000,10.58,1527.77,4,North America,18214077.85
Boeing 777,1995,2,Turbofan,396,15600,8.3,733.15,30,Australia,375636048.85
Airbus A350,2018,2,Turbofan,350,14800,10.22,4435.64,7,Australia,783693628.42
Boeing 777,2014,2,Turbofan,396,15600,5.69,4813.22,11,Asia,661874379.03
Boeing 777,2000,2,Turbofan,396,15600,13.21,2980.39,25,Asia,527508633.33
Airbus A320,2014,2,Turbofan,180,6300,14.71,2990.76,11,North America,137338927.53
Airbus A350,2009,2,Turbofan,350,14800,6.52,3394.89,16,Europe,578866675.68
Airbus A320,2018,2,Turbofan,180,6300,7.86,1814.23,7,Europe,129170849.69
Airbus A350,2008,2,Turbofan,350,14800,10.14,4034.83,17,Europe,575138376.03
Bombardier CRJ200,2011,2,Turbofan,50,3000,2.11,3177.84,14,Europe,17383813.59
Cessna 172,2000,1,Piston,4,1285,40.11,809.28,25,North America,181151.75
Bombardier CRJ200,2002,2,Turbofan,50,3000,4.05,1156.22,23,Australia,12301984.57
Bombardier CRJ200,2023,2,Turbofan,50,3000,12.78,4089.89,2,Asia,19873777.61
Airbus A320,2015,2,Turbofan,180,6300,10.11,4697.15,10,Asia,138473358.39
Boeing 737,2006,2,Turbofan,162,5700,2.04,4084.89,19,Europe,92703632.58
Boeing 777,2015,2,Turbofan,396,15600,11.45,2022.05,10,North America,658392079.53
Boeing 737,2002,2,Turbofan,162,5700,3.98,3459.54,23,Asia,70898662.11
Bombardier CRJ200,2020,2,Turbofan,50,3000,12.4,4810.92,5,Asia,27225268.71
Boeing 777,2001,2,Turbofan,396,15600,2.11,3776.49,24,Asia,462812457.65
Boeing 737,1999,2,Turbofan,162,5700,13.06,2272.2,26,Europe,65519320.02
Airbus A320,2009,2,Turbofan,180,6300,12.13,3134.76,16,South America,128936165.59
Boeing 777,2023,2,Turbofan,396,15600,8.9,1502.8,2,Australia,745050941.84
Bombardier CRJ200,2023,2,Turbofan,50,3000,3.77,972.86,2,Europe,23471974.72
Airbus A320,2011,2,Turbofan,180,6300,3.38,3267.05,14,South America,141877845.24
Airbus A320,1995,2,Turbofan,180,6300,6.02,3250.88,30,Australia,89833578.6
Boeing 777,2016,2,Turbofan,396,15600,11.41,1215.97,9,Asia,669561323.81
Airbus A350,2023,2,Turbofan,350,14800,8.24,4951.27,2,Africa,634992281.3
Airbus A320,2022,2,Turbofan,180,6300,9.31,4336.37,3,North America,173873467.58
Boeing 777,2011,2,Turbofan,396,15600,5.77,4134.68,14,Europe,591755197.38
Bombardier CRJ200,2023,2,Turbofan,50,3000,11.19,3404.72,2,North America,19978668.33
Boeing 777,1998,2,Turbofan,396,15600,4.08,4200.52,27,North America,392663935.28
Boeing 737,1996,2,Turbofan,162,5700,4.87,4372.03,29,Australia,67369197.4
Airbus A320,2000,2,Turbofan,180,6300,4.39,1551.82,25,Asia,91533593.35
Boeing 737,2010,2,Turbofan,162,5700,14.6,3996.56,15,Australia,100643989.2
Boeing 777,2002,2,Turbofan,396,15600,8.47,4479.07,23,North America,497786835.14
Boeing 777,2023,2,Turbofan,396,15600,5.83,3250.51,2,Europe,782253408.89
Bombardier CRJ200,2009,2,Turbofan,50,3000,14.9,3040.09,16,Australia,16577635.7
Boeing 737,2006,2,Turbofan,162,5700,14.76,4788.29,19,Europe,90004525.71
Boeing 737,2006,2,Turbofan,162,5700,13.88,3535.76,19,Africa,92712541.3
Airbus A320,1995,2,Turbofan,180,6300,7.39,2744.51,30,Africa,76470757.28
Boeing 777,2004,2,Turbofan,396,15600,12.1,3931.58,21,Asia,462508342.85
Boeing 777,2010,2,Turbofan,396,15600,4.15,2082.45,15,North America,649491118.03
Boeing 777,2013,2,Turbofan,396,15600,8.12,4361.0,12,Asia,765218826.57
Cessna 172,2021,1,Piston,4,1285,24.54,4305.2,4,Africa,403086.18
Cessna 172,2019,1,Piston,4,1285,32.59,4137.49,6,Asia,394650.71
Airbus A350,2016,2,Turbofan,350,14800,3.68,1511.22,9,Europe,704609178.48
Boeing 737,2018,2,Turbofan,162,5700,2.73,4407.63,7,Africa,126267491.62
Cessna 172,2018,1,Piston,4,1285,40.95,2271.92,7,North America,404533.61
Boeing 737,2007,2,Turbofan,162,5700,4.81,2630.73,18,Australia,94258399.03
Boeing 777,2019,2,Turbofan,396,15600,13.3,4992.06,6,South America,654925675.17
Bombardier CRJ200,2006,2,Turbofan,50,3000,8.36,1583.36,19,Africa,13496538.88
Airbus A320,2023,2,Turbofan,180,6300,14.75,1815.8,2,Asia,163580365.51
Airbus A320,2013,2,Turbofan,180,6300,9.71,837.6,12,South America,125372837.32
Cessna 172,2002,1,Piston,4,1285,21.75,4747.96,23,Asia,250782.54
Bombardier CRJ200,1998,2,Turbofan,50,3000,4.2,823.0,27,Australia,13960958.17
Boeing 777,2018,2,Turbofan,396,15600,5.85,4679.41,7,Europe,681044349.56
Airbus A350,1999,2,Turbofan,350,14800,7.93,1302.45,26,North America,403333730.43
Boeing 737,2023,2,Turbofan,162,5700,13.74,1553.46,2,Europe,128477485.52
Boeing 777,2003,2,Turbofan,396,15600,4.62,1673.42,22,Africa,463977538.53
Airbus A350,2009,2,Turbofan,350,14800,5.75,540.22,16,Europe,534347237.94
Cessna 172,2019,1,Piston,4,1285,24.98,562.72,6,Asia,419008.14
Boeing 737,2001,2,Turbofan,162,5700,12.88,2342.24,24,North America,73016271.13
Boeing 777,2020,2,Turbofan,396,15600,9.3,4193.37,5,North America,773152606.27
Boeing 777,1995,2,Turbofan,396,15600,10.08,562.48,30,Africa,358519126.37
Cessna 172,2003,1,Piston,4,1285,48.57,2439.83,22,Europe,267682.17
Cessna 172,2010,1,Piston,4,1285,48.34,4731.28,15,Africa,299763.62
Boeing 737,2023,2,Turbofan,162,5700,9.74,1146.32,2,Australia,140803100.07
Boeing 737,2000,2,Turbofan,162,5700,7.52,3409.27,25,Asia,75960498.64
Airbus A350,2018,2,Turbofan,350,14800,3.19,1717.34,7,Europe,720631301.18
Airbus A350,2001,2,Turbofan,350,14800,14.9,1365.77,24,Asia,447259491.71
Airbus A320,2023,2,Turbofan,180,6300,7.61,4152.19,2,South America,185847008.14
Cessna 172,2011,1,Piston,4,1285,21.04,2286.5,14,Europe,367169.28
Boeing 737,2017,2,Turbofan,162,5700,8.83,2943.46,8,South America,107665106.75
Airbus A320,2005,2,Turbofan,180,6300,9.88,4827.58,20,South America,100866023.39
Boeing 737,2000,2,Turbofan,162,5700,11.03,1624.34,25,Africa,77336955.96
Airbus A320,2023,2,Turbofan,180,6300,12.94,4654.3,2,Africa,147119329.93
Airbus A350,2010,2,Turbofan,350,14800,9.43,2825.96,15,Asia,495413298.28
Boeing 737,2002,2,Turbofan,162,5700,4.99,1372.16,23,Europe,79540852.6
Cessna 172,2012,1,Piston,4,1285,47.32,4276.44,13,Australia,363541.89
Airbus A350,2011,2,Turbofan,350,14800,13.17,1887.18,14,Asia,583229416.56
Airbus A350,2021,2,Turbofan,350,14800,5.51,1724.33,4,North America,722776420.02
Boeing 777,2018,2,Turbofan,396,15600,14.07,3669.32,7,Australia,755245802.86
Boeing 777,2000,2,Turbofan,396,15600,8.22,3468.72,25,Asia,434619913.9
Airbus A320,2021,2,Turbofan,180,6300,6.1,3452.36,4,Africa,143236594.12
Bombardier CRJ200,2013,2,Turbofan,50,3000,13.6,2057.68,12,Europe,17580485.35
Cessna 172,2011,1,Piston,4,1285,13.04,1898.88,14,South America,330670.03
Bombardier CRJ200,1999,2,Turbofan,50,3000,5.91,767.19,26,Australia,13932753.0
Cessna 172,2000,1,Piston,4,1285,23.43,2075.16,25,South America,231460.79
Airbus A350,2008,2,Turbofan,350,14800,6.14,4188.91,17,Africa,536376748.9
Boeing 737,1995,2,Turbofan,162,5700,10.77,1118.16,30,Australia,53982921.35
Boeing 737,1997,2,Turbofan,162,5700,2.65,1333.88,28,Asia,60145780.57
Airbus A350,2023,2,Turbofan,350,14800,10.89,3930.79,2,Australia,742910401.83
Airbus A350,2023,2,Turbofan,350,14800,2.8,1076.25,2,North America,810385922.56
Boeing 777,2020,2,Turbofan,396,15600,3.13,1932.98,5,Asia,723063054.82
Airbus A350,2014,2,Turbofan,350,14800,10.78,2157.21,11,South America,529430827.48
Airbus A320,2015,2,Turbofan,180,6300,9.53,2812.38,10,Australia,128088286.16
Airbus A320,2008,2,Turbofan,180,6300,10.44,861.19,17,Europe,110454700.39
Boeing 737,1995,2,Turbofan,162,5700,4.64,4623.41,30,Europe,60940788.9
Boeing 777,2004,2,Turbofan,396,15600,10.14,1146.61,21,Asia,621670748.56
Boeing 737,2014,2,Turbofan,162,5700,8.07,2461.77,11,North America,111912347.27
Boeing 737,1995,2,Turbofan,162,5700,5.82,1354.94,30,South America,62756283.4
Bombardier CRJ200,2015,2,Turbofan,50,3000,2.27,1362.05,10,Europe,19469319.98
Boeing 777,1995,2,Turbofan,396,15600,11.79,593.25,30,Europe,357330516.01
Boeing 737,2015,2,Turbofan,162,5700,7.35,4080.15,10,Australia,98389970.18
Airbus A320,2023,2,Turbofan,180,6300,14.29,4268.47,2,Australia,166295535.32
Boeing 737,2023,2,Turbofan,162,5700,10.92,1563.4,2,Africa,116215420.55
Bombardier CRJ200,2006,2,Turbofan,50,3000,2.8,1278.93,19,Europe,19190530.21
Cessna 172,2016,1,Piston,4,1285,12.38,1672.75,9,Australia,365510.9
Bombardier CRJ200,2023,2,Turbofan,50,3000,2.19,3817.95,2,Asia,26609029.88
Bombardier CRJ200,2010,2,Turbofan,50,3000,6.23,2696.63,15,Europe,14142501.95
Bombardier CRJ200,2004,2,Turbofan,50,3000,7.81,4126.09,21,South America,15214597.12
Boeing 737,2009,2,Turbofan,162,5700,14.28,515.74,16,Australia,97886825.14
Cessna 172,2017,1,Piston,4,1285,16.49,4173.87,8,Australia,356327.55
